Unnamed: 0,address,stETH,wstETH,total,label,type,protocol_type,total_token_share,reaction_time,distribution
1943,0xc4191968ac40576708aa28af0af69096bd326abe,0.1173278126656212,8.462838619977063,8.580166432642685,,Private,,9.537315362884964e-05,3,Original
1944,0x9ba71e4e27a21bc8d10fd663a9bfb5e9139c9c0c,0.1173278126656212,8.456291749092323,8.573619561757944,,Private,,9.530038164621032e-05,3,Original
1945,0x2fba4f78bf939619aee498bf614950910a36bb8b,0.1173278126656212,8.439952583480691,8.557280396146313,,No label,No label,9.511876305357828e-05,3,Original
1946,0xf49440c1f012d041802b25a73e5b0b9166a75c02,0.1173278126656212,8.390451626322829,8.50777943898845,,No label,No label,9.456853335478936e-05,1,Original
1947,0xd729f270eef88d1b619d36b17ee90a6dfab08cd0,0.1173278126656212,8.358337436758662,8.475665249424283,,Private,,9.421156690675904e-05,3,Original
1948,0xace0441781c98e0f9619b2184a7558113ffb7874,0.1173278126656212,8.353693859361194,8.471021672026815,,No label,No label,9.415995105245214e-05,3,Original
1949,0x936c23f6a04499d3a8eddf926143316a05110185,0.1173278126656212,8.350909832083545,8.468237644749166,,No label,No label,9.412900509547772e-05,3,Original
1950,0xdd089f79d9d7241358ef82639f5fdd099215da7e,0.1173278126656212,8.321190143378493,8.438517956044114,,No label,No label,9.379865480927756e-05,3,Original
1951,0xfc83b89ea863f6d5a847e460d10782f3b9c5ea7d,0.1173278126656212,8.318701129108812,8.436028941774433,,No label,No label,9.377098808017732e-05,3,Original
1952,0x517e82b88dd4e3e4ff2441d6c3ad93c701175842,0.1173278126656212,8.318121016768888,8.43544882943451,,No label,No label,9.3764539820257e-05,3,Original
1953,0x952fc60a0202e3f85acc3259e78bd919c944c9bb,0.1173278126656212,8.287713058219571,8.405040870885193,,Private,,9.34265390454433e-05,3,Original
